outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,AUG 2022,202235,all_ages_adj,Janssen,9587,11390906,126737,52784232.8,84.16363018,240.1038971,2.852822491,94.65740901,292.1653543,3.086555583,1
case,AUG 2022,202235,all_ages_adj,Moderna,60780,52197285,126737,52784232.8,116.442838,240.1038971,2.061989395,106.8688421,292.1653543,2.733868436,1
case,AUG 2022,202235,all_ages_adj,Pfizer,95988,87188844,126737,52784232.8,110.0920664,240.1038971,2.180937328,107.7722254,292.1653543,2.710952224,1
case,SEP 2022,202236,5-11,all_types,2860,5902124,9195,13166571,48.4571317,69.83595045,1.441190347,,,,0
case,SEP 2022,202236,12-17,all_types,6297,10409251,8742,6263337,60.49426611,139.5741599,2.307229575,,,,0
case,SEP 2022,202236,18-29,all_types,19899,23359813,19763,11585899,85.18475726,170.5780449,2.002447978,,,,1
case,SEP 2022,202236,30-49,all_types,38247,42554504,27722,12538105.2,89.87767781,221.1019892,2.460032285,,,,1
case,SEP 2022,202236,50-64,all_types,32954,35090548,15553,6252119.7,93.91132906,248.7636313,2.648920357,,,,1
case,SEP 2022,202236,65-79,all_types,26944,26007394.55,9712,1971285.5,103.6013044,492.6734357,4.755475218,,,,1
case,SEP 2022,202236,80+,all_types,11021,7587778,4086,946646.4,145.2467376,431.6289588,2.97169469,,,,1
case,SEP 2022,202236,all_ages_adj,all_types,138222,150911412.6,94773,52723963.8,91.59148249,179.7531771,1.962553418,85.79558282,227.3463498,2.649860778,1
case,SEP 2022,202236,all_ages_adj,Janssen,7797,11394049,94773,52723963.8,68.43045874,179.7531771,2.626800702,80.37733245,227.3463498,2.828488367,1
case,SEP 2022,202236,all_ages_adj,Moderna,51470,52215627,94773,52723963.8,98.57202328,179.7531771,1.823571954,91.76609965,227.3463498,2.477454645,1
case,SEP 2022,202236,all_ages_adj,Pfizer,78736,87253235,94773,52723963.8,90.23848801,179.7531771,1.991979044,88.04297312,227.3463498,2.58222027,1
case,SEP 2022,202237,5-11,all_types,3210,5924664,8984,13149310,54.18028769,68.32297664,1.261030156,,,,0
case,SEP 2022,202237,12-17,all_types,6356,10417404,7895,6256296,61.01328124,126.1928783,2.068285393,,,,0
case,SEP 2022,202237,18-29,all_types,17356,23375079,17365,11565616,74.25001644,150.1433214,2.022131827,,,,1
case,SEP 2022,202237,30-49,all_types,35103,42568808,24501,12519405.2,82.46178751,195.7041857,2.373271203,,,,1
case,SEP 2022,202237,50-64,all_types,31249,35099152,14123,6244320.7,89.03064097,226.1735212,2.540400908,,,,1
case,SEP 2022,202237,65-79,all_types,25560,26012657.55,9017,1966245.5,98.25985658,458.5897336,4.667111774,,,,1
case,SEP 2022,202237,80+,all_types,10390,7589396,3753,945381.4,136.90154,396.9826358,2.899767496,,,,1
case,SEP 2022,202237,all_ages_adj,all_types,129224,150987160.6,85638,52646574.8,85.58608529,162.6658531,1.900610976,80.53803786,205.7979981,2.555289445,1
case,SEP 2022,202237,all_ages_adj,Janssen,7334,11396855,85638,52646574.8,64.35108633,162.6658531,2.527787211,51.50167065,205.7979981,3.995948005,1
case,SEP 2022,202237,all_ages_adj,Moderna,47806,52231722,85638,52646574.8,91.52675457,162.6658531,1.777249219,88.9642099,205.7979981,2.313267305,1
case,SEP 2022,202237,all_ages_adj,Pfizer,73930,87308735,85638,52646574.8,84.67652177,162.6658531,1.921026628,82.64528089,205.7979981,2.490136108,1
case,SEP 2022,202238,5-11,all_types,2554,5941158,7004,13135626,42.98825246,53.32064113,1.240353773,,,,0
case,SEP 2022,202238,12-17,all_types,5461,10422896,6858,6250615,52.39426739,109.7172038,2.094068861,,,,0
case,SEP 2022,202238,18-29,all_types,14576,23386893,14410,11546462,62.32550857,124.8001336,2.002392543,,,,1
case,SEP 2022,202238,30-49,all_types,31590,42580153,22412,12502356.2,74.18949387,179.2622098,2.416274872,,,,1
case,SEP 2022,202238,50-64,all_types,28428,35103546,13660,6236764.7,80.98327161,219.0238153,2.704556274,,,,1
case,SEP 2022,202238,65-79,all_types,23919,26014277.55,8727,1960346.5,91.94566312,445.1764012,4.841733542,,,,1
case,SEP 2022,202238,80+,all_types,9765,7590087,3680,943691.4,128.6546518,389.9579884,3.031044606,,,,1
case,SEP 2022,202238,all_ages_adj,all_types,116293,151039010.6,76751,52575861.8,76.9953402,145.9814397,1.895977592,71.51642443,190.1173849,2.658373743,1
case,SEP 2022,202238,all_ages_adj,Janssen,6489,11399076,76751,52575861.8,56.92566661,145.9814397,2.564422139,46.6894583,190.1173849,4.071955251,1
case,SEP 2022,202238,all_ages_adj,Moderna,43103,52243510,76751,52575861.8,82.50402777,145.9814397,1.769385613,73.39535844,190.1173849,2.590318911,1
case,SEP 2022,202238,all_ages_adj,Pfizer,66564,87345124,76751,52575861.8,76.20803195,145.9814397,1.915565013,73.84139307,190.1173849,2.57467224,1
death,APR 2021,202114,12-17,all_types,0,34769,2,16021000,0,0.0124836,,,,,0
death,APR 2021,202114,18-29,all_types,0,2307016,24,28381050,0,0.084563468,,,,,0
death,APR 2021,202114,30-49,all_types,2,6717238,214,37804697,0.0297741,0.566067227,19.01204144,,,,0
death,APR 2021,202114,50-64,all_types,9,6728640,651,20877118,0.133756599,3.118246494,23.31284232,,,,0
death,APR 2021,202114,65-79,all_types,54,13098723,767,7070666,0.412253927,10.84763444,26.31299235,,,,0
death,APR 2021,202114,80+,all_types,69,4482813,581,2335767,1.539212097,24.87405636,16.16025264,,,,0
death,APR 2021,202114,all_ages_adj,all_types,134,33369199,2239,112490298,0.401567925,1.990393874,4.956555915,0.143494686,3.011255857,20.98513844,0
death,APR 2021,202114,all_ages_adj,Janssen,18,2069108,2239,112490298,0.86994009,1.990393874,2.287966604,0.608860762,3.011255857,4.945721662,0
death,APR 2021,202114,all_ages_adj,Moderna,32,14636199,2239,112490298,0.218636,1.990393874,9.103687758,0.088766185,3.011255857,33.92345695,0
death,APR 2021,202114,all_ages_adj,Pfizer,84,16612691,2239,112490298,0.505637527,1.990393874,3.936404571,0.173278341,3.011255857,17.37814343,0
death,APR 2021,202115,12-17,all_types,0,51199,4,15787643,0,0.0253363,,,,,0
death,APR 2021,202115,18-29,all_types,0,2877947,35,26697316,0,0.131099321,,,,,0
death,APR 2021,202115,30-49,all_types,3,8266393,202,34988591,0.0362915,0.577331051,15.90815118,,,,0
death,APR 2021,202115,50-64,all_types,16,8652812,569,18948165,0.184910986,3.002929307,16.23986422,,,,0
death,APR 2021,202115,65-79,all_types,52,14946802,791,6489342,0.347900507,12.18921734,35.03650347,,,,0
death,APR 2021,202115,80+,all_types,90,4843225,541,2210506,1.858265928,24.47403445,13.17036172,,,,0
death,APR 2021,202115,all_ages_adj,all_types,161,39638378,2142,105121563,0.406172018,2.037640936,5.016694512,0.16078167,3.139450217,19.52616996,1
death,APR 2021,202115,all_ages_adj,Janssen,22,2699757,2142,105121563,0.814888155,2.037640936,2.500516082,0.618543867,3.139450217,5.075549823,1
death,APR 2021,202115,all_ages_adj,Moderna,48,17125093,2142,105121563,0.280290449,2.037640936,7.269748026,0.119077203,3.139450217,26.36482997,1
death,APR 2021,202115,all_ages_adj,Pfizer,91,19758088,2142,105121563,0.460570881,2.037640936,4.424163618,0.17300987,3.139450217,18.14607586,1
death,APR 2021,202116,12-17,all_types,0,80065,0,15532411,0,0,,,,,0
death,APR 2021,202116,18-29,all_types,0,3766058,20,25300083,0,0.079051124,,,,,0
death,APR 2021,202116,30-49,all_types,4,10414022,184,32734318,0.0384098,0.562101217,14.63433611,,,,0
death,APR 2021,202116,50-64,all_types,19,11228627,522,17573271,0.169210358,2.970420248,17.55460053,,,,0
death,APR 2021,202116,65-79,all_types,59,16346841,737,6057452,0.360926004,12.16683186,33.71004507,,,,0
death,APR 2021,202116,80+,all_types,99,5128330,497,2114724,1.930452993,23.50188488,12.17428498,,,,0
death,APR 2021,202116,all_ages_adj,all_types,181,46963943,1960,99312259,0.385402052,1.973573071,5.1208162,0.163090689,3.073588095,18.84588333,1
death,APR 2021,202116,all_ages_adj,Janssen,32,4264556,1960,99312259,0.750371199,1.973573071,2.630129026,0.61410685,3.073588095,5.00497282,1
death,APR 2021,202116,all_ages_adj,Moderna,55,19606927,1960,99312259,0.280513106,1.973573071,7.035582388,0.112758256,3.073588095,27.25820881,1
death,APR 2021,202116,all_ages_adj,Pfizer,94,23029417,1960,99312259,0.408173598,1.973573071,4.835131621,0.161626161,3.073588095,19.01664973,1
death,APR 2021,202117,12-17,all_types,0,129693,4,15304890,0,0.0261354,,,,,0
death,APR 2021,202117,18-29,all_types,0,4733602,22,24180509,0,0.090982369,,,,,0
death,APR 2021,202117,30-49,all_types,4,12642038,175,30955689,0.0316405,0.565324196,17.86712493,,,,0
death,APR 2021,202117,50-64,all_types,25,13947319,469,16425786,0.179245918,2.855266713,15.92932627,,,,0
death,APR 2021,202117,65-79,all_types,66,17335579,583,5707307,0.380719906,10.21497529,26.83068351,,,,0
death,APR 2021,202117,80+,all_types,93,5329034,420,2037511,1.745156815,20.61338565,11.81176699,,,,0
death,APR 2021,202117,all_ages_adj,all_types,188,54117265,1673,94611692,0.347393757,1.768280394,5.090132908,0.157170744,2.72339935,17.32764817,1
death,APR 2021,202117,all_ages_adj,Janssen,38,5295984,1673,94611692,0.717524826,1.768280394,2.464417019,0.640391524,2.72339935,4.252709861,1
death,APR 2021,202117,all_ages_adj,Moderna,56,22277911,1673,94611692,0.251370068,1.768280394,7.034570221,0.09502893,2.72339935,28.65863416,1
death,APR 2021,202117,all_ages_adj,Pfizer,94,26477037,1673,94611692,0.35502462,1.768280394,4.980726108,0.162143935,2.72339935,16.79618387,1
death,MAY 2021,202118,12-17,all_types,0,219253,2,15150600,0,0.0132008,,,,,0
death,MAY 2021,202118,18-29,all_types,0,5694844,21,23374940,0,0.089839803,,,,,0
death,MAY 2021,202118,30-49,all_types,4,14822308,154,29653214,0.0269864,0.519336622,19.24441843,,,,0
death,MAY 2021,202118,50-64,all_types,28,16533693,399,15561432,0.169351155,2.564031382,15.14032418,,,,0
death,MAY 2021,202118,65-79,all_types,50,18048958,555,5424255,0.277024302,10.23181985,36.93473736,,,,0
death,MAY 2021,202118,80+,all_types,70,5470173,388,1974448,1.279667023,19.65106197,15.35638694,,,,0
death,MAY 2021,202118,all_ages_adj,all_types,152,60789229,1519,91138889,0.250044296,1.666686984,6.665566889,0.123269857,2.615268978,21.21580282,1
death,MAY 2021,202118,all_ages_adj,Janssen,23,5301029,1519,91138889,0.433878026,1.666686984,3.841372189,0.347878021,2.615268978,7.517775828,1
death,MAY 2021,202118,all_ages_adj,Moderna,58,25148938,1519,91138889,0.230626041,1.666686984,7.226794417,0.093279502,2.615268978,28.03690975,1
death,MAY 2021,202118,all_ages_adj,Pfizer,70,30269672,1519,91138889,0.231254571,1.666686984,7.207152617,0.121557206,2.615268978,21.5147177,1
death,MAY 2021,202119,12-17,all_types,0,365567,1,14793922,0,0.00675953,,,,,0
death,MAY 2021,202119,18-29,all_types,0,6896667,22,22708659,0,0.096879345,,,,,0
death,MAY 2021,202119,30-49,all_types,2,17216364,139,28645321,0.0116169,0.485245042,41.77077639,,,,0
death,MAY 2021,202119,50-64,all_types,11,18766495,353,14912878,0.0586151,2.367081659,40.38347829,,,,0
death,MAY 2021,202119,65-79,all_types,53,18603384,447,5201287,0.284894404,8.594026825,30.16565682,,,,0
death,MAY 2021,202119,80+,all_types,68,5581161,285,1923235,1.21838449,14.8187819,12.16264817,,,,0
death,MAY 2021,202119,all_ages_adj,all_types,134,67429638,1247,88185302,0.19872567,1.414067845,7.11567783,0.095962117,2.189173547,22.81289337,1
death,MAY 2021,202119,all_ages_adj,Janssen,12,5445221,1247,88185302,0.22037673,1.414067845,6.416593273,0.205784052,2.189173547,10.638208,1
death,MAY 2021,202119,all_ages_adj,Moderna,45,27763415,1247,88185302,0.162083807,1.414067845,8.72430054,0.072283561,2.189173547,30.28591158,1
death,MAY 2021,202119,all_ages_adj,Pfizer,77,34148860,1247,88185302,0.225483369,1.414067845,6.271273362,0.109964636,2.189173547,19.90797786,1
death,MAY 2021,202120,12-17,all_types,0,599059,1,13637683,0,0.00733262,,,,,0
death,MAY 2021,202120,18-29,all_types,1,8384922,12,21987276,0.0119262,0.054577,4.576240549,,,,0
death,MAY 2021,202120,30-49,all_types,1,19747799,113,27557903,0.00506386,0.410045714,80.97500332,,,,0
death,MAY 2021,202120,50-64,all_types,19,20562928,283,14272494,0.092399293,1.982834955,21.45941706,,,,0
death,MAY 2021,202120,65-79,all_types,59,19063557,413,4990909,0.309491036,8.275045688,26.73759409,,,,0
death,MAY 2021,202120,80+,all_types,68,5674121,225,1877185,1.198423509,11.98603228,10.00149963,,,,0
death,MAY 2021,202120,all_ages_adj,all_types,148,74032386,1047,84323450,0.199912509,1.24164749,6.210954474,0.10392482,1.933825617,18.6079285,1
death,MAY 2021,202120,all_ages_adj,Janssen,25,5785507,1047,84323450,0.432114247,1.24164749,2.873424097,0.364923073,1.933825617,5.29926925,1
death,MAY 2021,202120,all_ages_adj,Moderna,54,29984628,1047,84323450,0.180092279,1.24164749,6.894507052,0.083386872,1.933825617,23.19100792,1
death,MAY 2021,202120,all_ages_adj,Pfizer,69,38186673,1047,84323450,0.180691311,1.24164749,6.871650241,0.099656136,1.933825617,19.40498299,1
death,MAY 2021,202121,12-17,all_types,0,847330,1,12974746,0,0.00770728,,,,,0
death,MAY 2021,202121,18-29,all_types,2,9750952,8,21384429,0.0205108,0.0374104,1.823934976,,,,0
death,MAY 2021,202121,30-49,all_types,0,21913819,87,26684106,0,0.32603678,,,,,0
death,MAY 2021,202121,50-64,all_types,22,21890139,229,13774345,0.100501874,1.662510994,16.54208943,,,,0
death,MAY 2021,202121,65-79,all_types,46,19427054,355,4825491,0.236783199,7.356764317,31.06962123,,,,0
death,MAY 2021,202121,80+,all_types,47,5751025,207,1840747,0.817245621,11.2454346,13.760165,,,,0
death,MAY 2021,202121,all_ages_adj,all_types,117,79580319,887,81483864,0.147021275,1.08855908,7.404092206,0.081666714,1.708567131,20.92121805,1
death,MAY 2021,202121,all_ages_adj,Janssen,14,6117309,887,81483864,0.2288588,1.08855908,4.756465896,0.20863275,1.708567131,8.189352495,1
death,MAY 2021,202121,all_ages_adj,Moderna,42,32071676,887,81483864,0.130956673,1.08855908,8.312360502,0.066564505,1.708567131,25.66784109,1
death,MAY 2021,202121,all_ages_adj,Pfizer,61,41314161,887,81483864,0.147649132,1.08855908,7.372607389,0.08798405,1.708567131,19.41905518,1
death,JUN 2021,202122,12-17,all_types,0,1068385,0,12556194,0,0,,,,,0
death,JUN 2021,202122,18-29,all_types,0,10879571,10,20963077,0,0.0477029,,,,,0
death,JUN 2021,202122,30-49,all_types,2,23711389,88,26059949,0.0084348,0.337682933,40.03465686,,,,0
death,JUN 2021,202122,50-64,all_types,18,22956082,208,13422316,0.078410593,1.549658047,19.76337622,,,,0
death,JUN 2021,202122,65-79,all_types,40,19734660,255,4710643,0.202689076,5.413273729,26.70727913,,,,0
death,JUN 2021,202122,80+,all_types,50,5818490,139,1816000,0.859329482,7.654185022,8.907159802,,,,0
death,JUN 2021,202122,all_ages_adj,all_types,110,84168577,700,79528179,0.130690103,0.880191158,6.734948845,0.074680057,1.330716353,17.81889838,1
death,JUN 2021,202122,all_ages_adj,Janssen,16,6458242,700,79528179,0.247745439,0.880191158,3.552804692,0.245025001,1.330716353,5.430941119,1
death,JUN 2021,202122,all_ages_adj,Moderna,34,33951344,700,79528179,0.100143311,0.880191158,8.789315531,0.0495922,1.330716353,26.83316289,1
death,JUN 2021,202122,all_ages_adj,Pfizer,59,43680259,700,79528179,0.135072459,0.880191158,6.51643691,0.085074648,1.330716353,15.64174983,1
death,JUN 2021,202123,12-17,all_types,0,1214880,0,12181473,0,0,,,,,0
death,JUN 2021,202123,18-29,all_types,0,11689680,10,20576900,0,0.0485982,,,,,0
death,JUN 2021,202123,30-49,all_types,1,24996816,88,25486834,0.00400051,0.34527631,86.30808393,,,,0
death,JUN 2021,202123,50-64,all_types,12,23741729,208,13107598,0.0505439,1.586865877,31.39578302,,,,0
death,JUN 2021,202123,65-79,all_types,40,19974928,225,4605377.4,0.200251035,4.88559309,24.39734255,,,,1
death,JUN 2021,202123,80+,all_types,45,5872097,136,1791966,0.766336115,7.58942971,9.903526096,,,,0
death,JUN 2021,202123,all_ages_adj,all_types,98,87490130,667,77750148.4,0.112012635,0.857876176,7.658744711,0.063979074,1.278551337,19.9838987,1
death,JUN 2021,202123,all_ages_adj,Janssen,7,6773377,667,77750148.4,0.10334579,0.857876176,8.3010268,0.100260672,1.278551337,12.75227176,1
death,JUN 2021,202123,all_ages_adj,Moderna,31,35434669,667,77750148.4,0.087484943,0.857876176,9.805986562,0.0437313,1.278551337,29.23655915,1
death,JUN 2021,202123,all_ages_adj,Pfizer,60,45202124,667,77750148.4,0.132737125,0.857876176,6.462970881,0.080247171,1.278551337,15.93266546,1
death,JUN 2021,202124,12-17,all_types,0,1594071,1,11892388,0,0.0084087,,,,,0
death,JUN 2021,202124,18-29,all_types,0,12242621,13,20237515,0,0.064237136,,,,,0
death,JUN 2021,202124,30-49,all_types,4,25855218,88,24992277,0.0154708,0.352108773,22.75962274,,,,0
death,JUN 2021,202124,50-64,all_types,15,24268939,195,12840744,0.0618074,1.518603595,24.56993201,,,,0
death,JUN 2021,202124,65-79,all_types,42,20147175,226,4517884.4,0.208465951,5.002341361,23.99596353,,,,1
death,JUN 2021,202124,80+,all_types,63,5910519,143,1771692,1.065896244,8.071380353,7.572388402,,,,0
death,JUN 2021,202124,all_ages_adj,all_types,124,90018543,666,76252500.4,0.137749397,0.873413982,6.340601136,0.083238012,1.305130913,15.67950614,1
death,JUN 2021,202124,all_ages_adj,Janssen,17,7006954,666,76252500.4,0.242616121,0.873413982,3.59998329,0.229492274,1.305130913,5.687036396,1
death,JUN 2021,202124,all_ages_adj,Moderna,32,36403554,666,76252500.4,0.087903505,0.873413982,9.936054079,0.0484401,1.305130913,26.94316585,1
death,JUN 2021,202124,all_ages_adj,Pfizer,75,46526777,666,76252500.4,0.161197497,0.873413982,5.418285008,0.105109869,1.305130913,12.41682561,1
death,JUN 2021,202125,12-17,all_types,0,2687287,0,11570129,0,0,,,,,0
death,JUN 2021,202125,18-29,all_types,0,12786713,12,19928257,0,0.060216,,,,,0
death,JUN 2021,202125,30-49,all_types,4,26666242,100,24547288,0.0150002,0.407376978,27.15803269,,,,0
death,JUN 2021,202125,50-64,all_types,20,24739325,228,12594120,0.080842949,1.810368648,22.39364918,,,,0
death,JUN 2021,202125,65-79,all_types,59,20302678,261,4436282.4,0.290602058,5.883304453,20.24522642,,,,1
death,JUN 2021,202125,80+,all_types,62,5945592,140,1752933,1.042789347,7.986614434,7.658895304,,,,0
death,JUN 2021,202125,all_ages_adj,all_types,145,93127837,741,74829009.4,0.155699955,0.990257663,6.360038225,0.094806272,1.472251024,15.52904674,1
death,JUN 2021,202125,all_ages_adj,Janssen,21,7243318,741,74829009.4,0.289922381,0.990257663,3.415595789,0.266950523,1.472251024,5.515070754,1
death,JUN 2021,202125,all_ages_adj,Moderna,46,37151510,741,74829009.4,0.123817309,0.990257663,7.997732062,0.064545053,1.472251024,22.80966483,1
death,JUN 2021,202125,all_ages_adj,Pfizer,77,48650780,741,74829009.4,0.158270844,0.990257663,6.256728276,0.105278787,1.472251024,13.98430834,1
death,JUN 2021,202126,12-17,all_types,0,3405255,0,11285406,0,0,,,,,0
death,JUN 2021,202126,18-29,all_types,0,13306696,13,19634880,0,0.066208706,,,,,0
death,JUN 2021,202126,30-49,all_types,8,27425376,155,24129058,0.0291701,0.642378994,22.0218568,,,,0
death,JUN 2021,202126,50-64,all_types,22,25166203,301,12367323,0.087418829,2.433833094,27.8410626,,,,0
death,JUN 2021,202126,65-79,all_types,49,20441928,295,4362091.4,0.239703417,6.762811068,28.21324427,,,,1
death,JUN 2021,202126,80+,all_types,73,5975958,173,1736558,1.221561463,9.962235641,8.15532901,,,,0
death,JUN 2021,202126,all_ages_adj,all_types,152,95721416,937,73515316.4,0.158794141,1.27456433,8.026519899,0.102709529,1.851393114,18.02552426,1
death,JUN 2021,202126,all_ages_adj,Janssen,20,7463727,937,73515316.4,0.267962641,1.27456433,4.756500102,0.245594025,1.851393114,7.538428982,1
death,JUN 2021,202126,all_ages_adj,Moderna,37,37840112,937,73515316.4,0.097779837,1.27456433,13.03504243,0.0543406,1.851393114,34.07018214,1
death,JUN 2021,202126,all_ages_adj,Pfizer,95,50334507,937,73515316.4,0.188737321,1.27456433,6.753112336,0.130795258,1.851393114,14.15489481,1
death,JUL 2021,202127,12-17,all_types,0,3803936,1,11073705,0,0.0090304,,,,,0
death,JUL 2021,202127,18-29,all_types,0,13681342,27,19390013,0,0.139246941,,,,,0
death,JUL 2021,202127,30-49,all_types,10,27968904,224,23782655,0.035754,0.941862883,26.34287255,,,,0
death,JUL 2021,202127,50-64,all_types,37,25475679,466,12178666,0.145236561,3.826363249,26.34573023,,,,0
death,JUL 2021,202127,65-79,all_types,91,20544593,453,4298931.3,0.442938928,10.53750266,23.7899674,,,,1
death,JUL 2021,202127,80+,all_types,130,5998220,227,1722364,2.167309635,13.17956019,6.081069346,,,,0
death,JUL 2021,202127,all_ages_adj,all_types,268,97472674,1398,72446334.3,0.274948854,1.929704261,7.01841173,0.176518893,2.782685198,15.7642344,1
death,JUL 2021,202127,all_ages_adj,Janssen,24,7644170,1398,72446334.3,0.31396476,1.929704261,6.146244759,0.280728647,2.782685198,9.912366366,1
death,JUL 2021,202127,all_ages_adj,Moderna,95,38335845,1398,72446334.3,0.24780985,1.929704261,7.787036153,0.13791157,2.782685198,20.17731506,1
death,JUL 2021,202127,all_ages_adj,Pfizer,148,51409009,1398,72446334.3,0.287887285,1.929704261,6.702985387,0.202797013,2.782685198,13.7215295,1
death,JUL 2021,202128,12-17,all_types,0,4127600,1,10825825,0,0.0092372,,,,,0
death,JUL 2021,202128,18-29,all_types,0,13981596,41,19127673,0,0.214349127,,,,,0
death,JUL 2021,202128,30-49,all_types,16,28402605,353,23417610,0.0563329,1.507412584,26.75902762,,,,0
death,JUL 2021,202128,50-64,all_types,55,25717346,679,11979017,0.213863437,5.668244732,26.50403836,,,,0
death,JUL 2021,202128,65-79,all_types,190,20624913,705,4232387.3,0.921216007,16.65726575,18.08182405,,,,1
death,JUL 2021,202128,80+,all_types,210,6016156,325,1707370,3.490600975,19.0351242,5.453251269,,,,0
death,JUL 2021,202128,all_ages_adj,all_types,471,98870216,2104,71289882.3,0.476382089,2.951330444,6.19530103,0.303547954,4.262685028,14.04287189,1
death,JUL 2021,202128,all_ages_adj,Janssen,61,7789216,2104,71289882.3,0.783134015,2.951330444,3.768614806,0.78454895,4.262685028,5.433293907,1
death,JUL 2021,202128,all_ages_adj,Moderna,128,38682356,2104,71289882.3,0.330900217,2.951330444,8.919094916,0.18514195,4.262685028,23.02387449,1
death,JUL 2021,202128,all_ages_adj,Pfizer,281,52314431,2104,71289882.3,0.537136684,2.951330444,5.494561313,0.370997267,4.262685028,11.48980169,1
death,JUL 2021,202129,12-17,all_types,1,4373599,3,10540400,0.0228645,0.0284619,1.244810159,,,,0
death,JUL 2021,202129,18-29,all_types,0,14235020,78,18837626,0,0.414064915,,,,,0
death,JUL 2021,202129,30-49,all_types,19,28760700,615,22987595,0.06606237,2.675355991,40.49742687,,,,0
death,JUL 2021,202129,50-64,all_types,107,25915936,1127,11729871,0.412873376,9.6079488,23.27093329,,,,0
death,JUL 2021,202129,65-79,all_types,307,20693972,1122,4149355.3,1.483523801,27.04034528,18.2271058,,,,1
death,JUL 2021,202129,80+,all_types,347,6031191,637,1689603,5.753424158,37.70116412,6.552821952,,,,0
death,JUL 2021,202129,all_ages_adj,all_types,781,100010418,3582,69934450.3,0.780918644,5.121939165,6.558863981,0.49982329,7.365682192,14.73657259,1
death,JUL 2021,202129,all_ages_adj,Janssen,100,7919326,3582,69934450.3,1.262733723,5.121939165,4.0562306,1.238979457,7.365682192,5.944959098,1
death,JUL 2021,202129,all_ages_adj,Moderna,218,38963600,3582,69934450.3,0.559496556,5.121939165,9.154549948,0.296583072,7.365682192,24.83514024,1
death,JUL 2021,202129,all_ages_adj,Pfizer,462,53042663,3582,69934450.3,0.870996993,5.121939165,5.880547469,0.612773648,7.365682192,12.02023326,1
death,JUL 2021,202130,12-17,all_types,0,4612200,3,10195239,0,0.0294255,,,,,0
death,JUL 2021,202130,18-29,all_types,2,14497556,109,18452569,0.0137954,0.590703658,42.81879678,,,,0
death,JUL 2021,202130,30-49,all_types,40,29123461,949,22396788,0.137346313,4.237214729,30.85058948,,,,0
death,JUL 2021,202130,50-64,all_types,172,26114607,1681,11395723,0.658635223,14.7511483,22.39653725,,,,0
death,JUL 2021,202130,65-79,all_types,458,20763496,1691,4040996.3,2.205794246,41.84611602,18.970997,,,,1
death,JUL 2021,202130,80+,all_types,530,6046760,885,1667979,8.765024575,53.05822196,6.053402532,,,,0
death,JUL 2021,202130,all_ages_adj,all_types,1202,101158080,5318,68149294.3,1.188239239,7.803455714,6.567242907,0.773325876,11.1891825,14.46891001,1
death,JUL 2021,202130,all_ages_adj,Janssen,153,8054757,5318,68149294.3,1.899498644,7.803455714,4.108165983,1.892596734,11.1891825,5.91207958,1
death,JUL 2021,202130,all_ages_adj,Moderna,337,39239494,5318,68149294.3,0.858828608,7.803455714,9.08616183,0.469527215,11.1891825,23.83074323,1
death,JUL 2021,202130,all_ages_adj,Pfizer,712,53778640,5318,68149294.3,1.323945715,7.803455714,5.894090388,0.944410465,11.1891825,11.84779597,1
death,AUG 2021,202131,12-17,all_types,0,4829047,14,9794066,0,0.142943697,,,,,0
death,AUG 2021,202131,18-29,all_types,2,14738035,129,18018322,0.0135703,0.715937921,52.75759072,,,,0
death,AUG 2021,202131,30-49,all_types,46,29458323,1138,21725349,0.156152813,5.238120686,33.54483719,,,,0
death,AUG 2021,202131,50-64,all_types,206,26304923,2279,11029874,0.783123372,20.6620674,26.38417922,,,,0
death,AUG 2021,202131,65-79,all_types,621,20829901,2229,3926451.45,2.981291174,56.76881603,19.04168789,,,,1
death,AUG 2021,202131,80+,all_types,736,6061489,1165,1644513,12.14223106,70.84164126,5.834318332,,,,0
death,AUG 2021,202131,all_ages_adj,all_types,1611,102221718,6954,66138575.45,1.575986035,10.51428754,6.671561367,1.025860353,15.05717854,14.67761037,1
death,AUG 2021,202131,all_ages_adj,Janssen,190,8172938,6954,66138575.45,2.324745398,10.51428754,4.522769485,2.190663268,15.05717854,6.873342318,1
death,AUG 2021,202131,all_ages_adj,Moderna,487,39484574,6954,66138575.45,1.233393071,10.51428754,8.524685104,0.654396811,15.05717854,23.00924806,1
death,AUG 2021,202131,all_ages_adj,Pfizer,931,54478645,6954,66138575.45,1.708926498,10.51428754,6.15256862,1.24269469,15.05717854,12.11655499,1
death,AUG 2021,202132,12-17,all_types,0,5018826,8,9386799,0,0.085226071,,,,,0
death,AUG 2021,202132,18-29,all_types,3,14965370,138,17568751,0.0200463,0.785485548,39.18360617,,,,0
death,AUG 2021,202132,30-49,all_types,44,29775765,1321,21026642,0.147771182,6.282505785,42.51509451,,,,0
death,AUG 2021,202132,50-64,all_types,271,26487464,2593,10670036,1.023125506,24.3016987,23.75241216,,,,0
death,AUG 2021,202132,65-79,all_types,706,20893473,2627,3815419.45,3.379045695,68.85219396,20.37622458,,,,1
death,AUG 2021,202132,80+,all_types,903,6075089,1357,1621378,14.86397977,83.69424033,5.63067507,,,,0
