outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
case,DEC 2021,202151,5-11,all_types,4047,1805384,68750,16002366,224.1628374,429.6239694,1.916570893,,,,0
case,DEC 2021,202151,12-17,all_types,41488,9150890,55078,7471982,453.3766661,737.1270434,1.625860126,,,,0
case,DEC 2021,202151,18-29,all_types,166767,21413284,177821,14057106,778.8016075,1264.990105,1.624277728,,,,0
case,DEC 2021,202151,30-49,all_types,244568,40182133,212697,15267271,608.648625,1393.156642,2.288934181,,,,0
case,DEC 2021,202151,50-64,all_types,121792,33614504,79717,7558116.65,362.3197891,1054.720424,2.91102075,,,,1
case,DEC 2021,202151,65-79,all_types,42967,25058023.1,27955,2442475.2,171.4700311,1144.535674,6.674843802,,,,1
case,DEC 2021,202151,80+,all_types,9751,7280104,7195,1161843.9,133.9403943,619.2742416,4.623506187,,,,1
case,DEC 2021,202151,all_ages_adj,all_types,631380,138504322.1,629213,63961160.75,455.8558104,983.7423096,2.158012001,480.8124097,1097.201531,2.281974235,1
case,DEC 2021,202151,all_ages_adj,Janssen,48623,10865957,629213,63961160.75,447.4801437,983.7423096,2.198404384,380.122359,1097.201531,2.886443022,1
case,DEC 2021,202151,all_ages_adj,Moderna,189380,49717587,629213,63961160.75,380.9114871,983.7423096,2.582600795,470.0816265,1097.201531,2.334065977,1
case,DEC 2021,202151,all_ages_adj,Pfizer,393044,77824789,629213,63961160.75,505.0370262,983.7423096,1.947861758,516.7911538,1097.201531,2.123104319,1
case,DEC 2021,202152,5-11,all_types,15640,2420187,137434,15698704,646.2310557,875.4480625,1.354698222,,,,0
case,DEC 2021,202152,12-17,all_types,87382,9231403,99241,7388913,946.5733432,1343.106895,1.418914768,,,,0
case,DEC 2021,202152,18-29,all_types,326999,21550047,367816,13834769,1517.393442,2658.634922,1.752106506,,,,0
case,DEC 2021,202152,30-49,all_types,532822,40392499,457369,14993928,1319.111254,3050.361453,2.312436835,,,,1
case,DEC 2021,202152,50-64,all_types,313578,33724631,188162,7414280.65,929.8189208,2537.832177,2.729383238,,,,1
case,DEC 2021,202152,65-79,all_types,124913,25132871.1,65163,2391479.2,497.0104669,2724.798945,5.482377386,,,,1
case,DEC 2021,202152,80+,all_types,30993,7316916,16780,1126396.9,423.5800985,1489.705804,3.51694003,,,,1
case,DEC 2021,202152,all_ages_adj,all_types,1432327,139768554.1,1331965,62848470.75,1024.784873,2119.327621,2.06807075,1067.675918,2414.504505,2.261458242,1
case,DEC 2021,202152,all_ages_adj,Janssen,103230,10931641,1331965,62848470.75,944.3229978,2119.327621,2.244282545,854.0532659,2414.504505,2.827112314,1
case,DEC 2021,202152,all_ages_adj,Moderna,451353,49906663,1331965,62848470.75,904.394269,2119.327621,2.343366929,976.7154267,2414.504505,2.472065495,1
case,DEC 2021,202152,all_ages_adj,Pfizer,876752,78833624,1331965,62848470.75,1112.154885,2119.327621,1.905604741,1136.221682,2414.504505,2.125029422,1
case,JAN 2022,202201,5-11,all_types,35857,2741208,268962,15378490,1308.072937,1748.949344,1.337042679,,,,0
case,JAN 2022,202201,12-17,all_types,167737,9299202,178593,7281325,1803.778432,2452.754135,1.359786818,,,,0
case,JAN 2022,202201,18-29,all_types,445730,21674035,473192,13604616,2056.516011,3478.172409,1.69129362,,,,0
case,JAN 2022,202201,30-49,all_types,696702,40563289,587396,14714523,1717.567823,3991.947275,2.324186108,,,,1
case,JAN 2022,202201,50-64,all_types,417613,33827711,257555,7264320.05,1234.529289,3545.4798,2.871928461,,,,1
case,JAN 2022,202201,65-79,all_types,169982,25177463.7,90918,2355365.2,675.1355181,3860.03835,5.717427459,,,,1
case,JAN 2022,202201,80+,all_types,44849,7328848,25873,1113895.9,611.9515646,2322.748472,3.795641039,,,,1
case,JAN 2022,202201,all_ages_adj,all_types,1978470,140611756.7,1882489,61712535.15,1407.044508,3050.415925,2.167959797,1517.092114,3369.222957,2.220842708,1
case,JAN 2022,202201,all_ages_adj,Janssen,139932,10977285,1882489,61712535.15,1274.741432,3050.415925,2.392968369,1216.125365,3369.222957,2.77045694,1
case,JAN 2022,202201,all_ages_adj,Moderna,615509,50068402,1882489,61712535.15,1229.336219,3050.415925,2.481352032,1391.845955,3369.222957,2.420686675,1
case,JAN 2022,202201,all_ages_adj,Pfizer,1221265,79469640,1882489,61712535.15,1536.769262,3050.415925,1.98495376,1588.538668,3369.222957,2.120957472,1
case,JAN 2022,202202,5-11,all_types,41753,3020089,283358,15059869,1382.508926,1881.543591,1.360963069,,,,0
case,JAN 2022,202202,12-17,all_types,164085,9362604,199112,7162530,1752.557301,2779.911568,1.586202953,,,,0
case,JAN 2022,202202,18-29,all_types,317043,21784158,363499,13355811,1455.383311,2721.654267,1.870060105,,,,0
case,JAN 2022,202202,30-49,all_types,566892,40712065,493903,14414078,1392.442265,3426.532033,2.460807259,,,,1
case,JAN 2022,202202,50-64,all_types,349406,33912989,225211,7122788.05,1030.301399,3161.83773,3.068847363,,,,1
case,JAN 2022,202202,65-79,all_types,157722,25210084.7,85062,2323612.1,625.6305835,3660.765926,5.851321886,,,,1
case,JAN 2022,202202,80+,all_types,43673,7337029,25534,1102240.95,595.2409347,2316.553382,3.891791116,,,,1
case,JAN 2022,202202,all_ages_adj,all_types,1640574,141339018.7,1675679,60540929.1,1160.736798,2767.844869,2.384558562,1271.901007,3016.237659,2.371440578,1
case,JAN 2022,202202,all_ages_adj,Janssen,117228,11011942,1675679,60540929.1,1064.553373,2767.844869,2.60000573,990.8266338,3016.237659,3.04416288,1
case,JAN 2022,202202,all_ages_adj,Moderna,512276,50195499,1675679,60540929.1,1020.561624,2767.844869,2.712080097,1255.852447,3016.237659,2.401745258,1
case,JAN 2022,202202,all_ages_adj,Pfizer,1009408,80035896,1675679,60540929.1,1261.194102,2767.844869,2.194622433,1310.157318,3016.237659,2.302195025,1
case,JAN 2022,202203,5-11,all_types,38416,3325500,212422,14787392,1155.194708,1436.507533,1.243519836,,,,0
case,JAN 2022,202203,12-17,all_types,113306,9443217,141459,7046740,1199.866529,2007.438901,1.673051838,,,,0
case,JAN 2022,202203,18-29,all_types,218041,21906596,257778,13154472,995.3212265,1959.622553,1.968834282,,,,1
case,JAN 2022,202203,30-49,all_types,430562,40875312,374932,14181547,1053.354651,2643.801836,2.509887657,,,,1
case,JAN 2022,202203,50-64,all_types,261734,34002148,174169,7021498.05,769.7572518,2480.510551,3.222458178,,,,1
case,JAN 2022,202203,65-79,all_types,129649,25244184.7,70905,2298641.1,513.5796681,3084.648578,6.006173471,,,,1
case,JAN 2022,202203,80+,all_types,37842,7345354,22273,1093121.95,515.1827945,2037.558572,3.955020615,,,,1
case,JAN 2022,202203,all_ages_adj,all_types,1229550,142142311.7,1253938,59583412.1,865.0133696,2104.508547,2.432920254,949.2135874,2330.271422,2.4549495,1
case,JAN 2022,202203,all_ages_adj,Janssen,89007,11050806,1253938,59583412.1,805.4344633,2104.508547,2.612886141,758.1357158,2330.271422,3.073686377,1
case,JAN 2022,202203,all_ages_adj,Moderna,396292,50343681,1253938,59583412.1,787.1732701,2104.508547,2.673501028,936.1783435,2330.271422,2.489131946,1
case,JAN 2022,202203,all_ages_adj,Pfizer,743047,80653057,1253938,59583412.1,921.2880796,2104.508547,2.284311057,965.4849509,2330.271422,2.41357612,1
case,JAN 2022,202204,5-11,all_types,27325,3641038,132691,14578734,750.4728047,910.1681943,1.21279304,,,,0
case,JAN 2022,202204,12-17,all_types,62344,9535414,81978,6955250,653.8153456,1178.649222,1.802724928,,,,0
case,JAN 2022,202204,18-29,all_types,129289,22032515,163148,12981071,586.8099942,1256.814634,2.141774419,,,,1
case,JAN 2022,202204,30-49,all_types,261947,41041831,239597,13984531,638.2439419,1713.300217,2.684397148,,,,1
case,JAN 2022,202204,50-64,all_types,168739,34091104,121278,6936888.05,494.9649035,1748.305568,3.532180879,,,,1
case,JAN 2022,202204,65-79,all_types,94203,25277916.7,54971,2276598,372.6691607,2414.611627,6.479236496,,,,1
case,JAN 2022,202204,80+,all_types,28523,7353802,17766,1085244.95,387.8673916,1637.049774,4.220642955,,,,1
case,JAN 2022,202204,all_ages_adj,all_types,772370,142973620.7,811429,58798317,540.2185356,1380.020792,2.55456024,584.6083998,1569.852127,2.685305459,1
case,JAN 2022,202204,all_ages_adj,Janssen,56417,11093744,811429,58798317,508.5478807,1380.020792,2.713649677,551.5578865,1569.852127,2.846214633,1
case,JAN 2022,202204,all_ages_adj,Moderna,254851,50488869,811429,58798317,504.7667041,1380.020792,2.733977461,561.6520839,1569.852127,2.79506152,1
case,JAN 2022,202204,all_ages_adj,Pfizer,460394,81297040,811429,58798317,566.3109014,1380.020792,2.436860722,592.622023,1569.852127,2.648993906,1
case,FEB 2022,202205,5-11,all_types,16688,3891621,69169,14431228,428.8187365,479.3008606,1.11772369,,,,0
case,FEB 2022,202205,12-17,all_types,31379,9619743,41393,6885906,326.1937455,601.1264168,1.842850836,,,,0
case,FEB 2022,202205,18-29,all_types,67911,22141729,85671,12845396,306.7104651,666.9393454,2.17449165,,,,1
case,FEB 2022,202205,30-49,all_types,140566,41183150,127193,13832338,341.3192046,919.533632,2.694057702,,,,1
case,FEB 2022,202205,50-64,all_types,93138,34164977,68251,6877973.7,272.6125061,992.3126051,3.640011309,,,,1
case,FEB 2022,202205,65-79,all_types,58176,25304967.7,34177,2261635,229.8995229,1511.163384,6.573147109,,,,1
case,FEB 2022,202205,80+,all_types,19310,7360637,11878,1079609.95,262.3414251,1100.212165,4.193817901,,,,1
case,FEB 2022,202205,all_ages_adj,all_types,427168,143666824.7,437732,58214086.65,297.3323876,751.9348412,2.528936882,318.5782184,875.4675729,2.748045919,1
case,FEB 2022,202205,all_ages_adj,Janssen,30993,11124910,437732,58214086.65,278.5910178,751.9348412,2.699063477,264.8390424,875.4675729,3.305659033,1
case,FEB 2022,202205,all_ages_adj,Moderna,142759,50611788,437732,58214086.65,282.0666996,751.9348412,2.665805082,340.633984,875.4675729,2.570112243,1
case,FEB 2022,202205,all_ages_adj,Pfizer,252926,81836826,437732,58214086.65,309.0613509,751.9348412,2.432963031,322.5133878,875.4675729,2.714515447,1
case,FEB 2022,202206,5-11,all_types,10483,4165908,36693,14287142,251.6378182,256.8253329,1.020615004,,,,0
case,FEB 2022,202206,12-17,all_types,17381,9707504,22019,6819322,179.0470547,322.8913373,1.803388153,,,,0
case,FEB 2022,202206,18-29,all_types,40088,22251647,48759,12728332,180.1574508,383.0745458,2.126331962,,,,1
case,FEB 2022,202206,30-49,all_types,81993,41323265,71418,13695137,198.4184938,521.484378,2.628204499,,,,1
case,FEB 2022,202206,50-64,all_types,55775,34234280,40119,6828402.7,162.9214927,587.5312538,3.60622312,,,,1
case,FEB 2022,202206,65-79,all_types,37818,25329641.7,22680,2247497,149.3033358,1009.122593,6.758875061,,,,1
case,FEB 2022,202206,80+,all_types,13463,7366620,7931,1074432.95,182.7568138,738.156811,4.039011162,,,,1
case,FEB 2022,202206,all_ages_adj,all_types,257001,144378865.7,249619,57680265.65,178.0045845,432.7632635,2.431191672,188.1648166,517.2946906,2.749157361,1
case,FEB 2022,202206,all_ages_adj,Janssen,18546,11151268,249619,57680265.65,166.3129251,432.7632635,2.602102411,154.4402458,517.2946906,3.349481141,1
case,FEB 2022,202206,all_ages_adj,Moderna,86150,50722809,249619,57680265.65,169.8446945,432.7632635,2.547994005,172.4194535,517.2946906,3.000210708,1
case,FEB 2022,202206,all_ages_adj,Pfizer,151968,82412097,249619,57680265.65,184.400113,432.7632635,2.346870923,191.4310917,517.2946906,2.702250121,1
case,FEB 2022,202207,5-11,all_types,6151,4426291,18455,14189522,138.9651065,130.0607589,0.935923861,,,,0
case,FEB 2022,202207,12-17,all_types,9782,9791851,11567,6772458,99.89939594,170.79471,1.709667094,,,,0
case,FEB 2022,202207,18-29,all_types,24368,22363858,29153,12633491,108.9615218,230.7596531,2.117808648,,,,1
case,FEB 2022,202207,30-49,all_types,46904,41462371,39757,13586478,113.1242591,292.6218259,2.586729215,,,,1
case,FEB 2022,202207,50-64,all_types,32418,34298581,22765,6791680.7,94.51702973,335.1894915,3.546339664,,,,1
case,FEB 2022,202207,65-79,all_types,23156,25351132.7,13482,2237717,91.34108631,602.4890547,6.596035574,,,,1
case,FEB 2022,202207,80+,all_types,8676,7371949,4945,1070365.95,117.6893655,461.9915273,3.925516341,,,,1
case,FEB 2022,202207,all_ages_adj,all_types,151455,145066033.7,140124,57281712.65,104.404178,244.6225741,2.343034339,109.0234319,296.7019808,2.721451486,1
case,FEB 2022,202207,all_ages_adj,Janssen,10659,11172943,140124,57281712.65,95.40011079,244.6225741,2.564174948,80.71269999,296.7019808,3.676025964,1
case,FEB 2022,202207,all_ages_adj,Moderna,51527,50834313,140124,57281712.65,101.3626367,244.6225741,2.413340676,106.1470433,296.7019808,2.79519779,1
case,FEB 2022,202207,all_ages_adj,Pfizer,89074,82966605,140124,57281712.65,107.361269,244.6225741,2.27849928,110.6498525,296.7019808,2.681449402,1
case,FEB 2022,202208,5-11,all_types,3281,4656907,9154,14093905,70.45448836,64.95006175,0.921872591,,,,0
case,FEB 2022,202208,12-17,all_types,4814,9870557,5866,6728297,48.77131047,87.18402294,1.787608783,,,,0
case,FEB 2022,202208,18-29,all_types,15201,22472251,17539,12550952,67.64342388,139.7423877,2.065868042,,,,1
case,FEB 2022,202208,30-49,all_types,28160,41593209,23480,13492485.85,67.70335994,174.0227877,2.570371512,,,,1
case,FEB 2022,202208,50-64,all_types,19733,34357388,13455,6759475.7,57.43451743,199.0539,3.465753851,,,,1
case,FEB 2022,202208,65-79,all_types,14900,25370976.7,8259,2229245.8,58.72852345,370.4840444,6.308417489,,,,1
case,FEB 2022,202208,80+,all_types,5836,7376834,3331,1067069.95,79.11252985,312.1632279,3.945812737,,,,1
case,FEB 2022,202208,all_ages_adj,all_types,91925,145698122.7,81084,56921431.3,63.09278273,142.448983,2.257769856,64.10477956,176.6976611,2.756388249,1
case,FEB 2022,202208,all_ages_adj,Janssen,6177,11192821,81084,56921431.3,55.1871597,142.448983,2.581197941,45.1898342,176.6976611,3.910119702,1
case,FEB 2022,202208,all_ages_adj,Moderna,31572,50955849,81084,56921431.3,61.95952108,142.448983,2.299065269,65.03075158,176.6976611,2.717140073,1
case,FEB 2022,202208,all_ages_adj,Pfizer,54088,83457867,81084,56921431.3,64.80874955,142.448983,2.197989994,66.06128615,176.6976611,2.674753571,1
case,MAR 2022,202209,5-11,all_types,2859,4832266,6222,14017472,59.16478936,44.38746159,0.750234423,,,,0
case,MAR 2022,202209,12-17,all_types,3795,9934061,4151,6691111,38.20189951,62.03753009,1.623938362,,,,0
case,MAR 2022,202209,18-29,all_types,11412,22566745,11786,12477027,50.56998694,94.46160532,1.8679381,,,,1
case,MAR 2022,202209,30-49,all_types,19941,41704245,15401,13414054.85,47.81527636,114.8124126,2.401165931,,,,1
case,MAR 2022,202209,50-64,all_types,14099,34405551,9260,6732062.7,40.97885251,137.5507094,3.356626673,,,,1
case,MAR 2022,202209,65-79,all_types,10662,25387853.7,5807,2221825.8,41.99646069,261.3616243,6.223420259,,,,1
case,MAR 2022,202209,80+,all_types,4125,7381220,2193,1063938.95,55.88507049,206.1208493,3.688298995,,,,1
case,MAR 2022,202209,all_ages_adj,all_types,66893,146211941.7,54820,56617492.3,45.75070902,96.82519973,2.116365009,47.25827223,120.2547376,2.544628314,1
case,MAR 2022,202209,all_ages_adj,Janssen,4430,11212725,54820,56617492.3,39.50868322,96.82519973,2.450732139,31.69507434,120.2547376,3.794114387,1
case,MAR 2022,202209,all_ages_adj,Moderna,22553,51053500,54820,56617492.3,44.17522795,96.82519973,2.191843805,43.92217634,120.2547376,2.737904803,1
case,MAR 2022,202209,all_ages_adj,Pfizer,39843,83854623,54820,56617492.3,47.51437497,96.82519973,2.037808554,48.7664784,120.2547376,2.465930318,1
case,MAR 2022,202210,5-11,all_types,2249,4969358,4407,13959150,45.25735518,31.57069019,0.697581422,,,,0
case,MAR 2022,202210,12-17,all_types,2773,9986978,2867,6662763,27.76615709,43.03019633,1.549735392,,,,0
case,MAR 2022,202210,18-29,all_types,8713,22645098,8229,12418122,38.47631836,66.26605859,1.722255699,,,,1
case,MAR 2022,202210,30-49,all_types,15159,41794232,10743,13352505.2,36.27055523,80.45681196,2.218240428,,,,1
case,MAR 2022,202210,50-64,all_types,10248,34444748,6250,6710779.7,29.75199586,93.13373825,3.130335816,,,,1
case,MAR 2022,202210,65-79,all_types,7701,25401768.7,3785,2216166.8,30.31678656,170.7903936,5.633525612,,,,1
case,MAR 2022,202210,80+,all_types,2913,7384819,1484,1061626.95,39.44578737,139.7854491,3.543735807,,,,1
case,MAR 2022,202210,all_ages_adj,all_types,49756,146627001.7,37765,56381113.65,33.93372259,66.98164963,1.973896305,35.32349361,82.36577974,2.331756327,1
case,MAR 2022,202210,all_ages_adj,Janssen,3153,11228563,37765,56381113.65,28.08017375,66.98164963,2.385371623,24.71531742,82.36577974,3.332580292,1
case,MAR 2022,202210,all_ages_adj,Moderna,16526,51127601,37765,56381113.65,32.32304993,66.98164963,2.072256479,50.88255806,82.36577974,1.618742903,1
case,MAR 2022,202210,all_ages_adj,Pfizer,30012,84179862,37765,56381113.65,35.65223236,66.98164963,1.878750507,36.76622974,82.36577974,2.240256353,1
case,MAR 2022,202211,5-11,all_types,2204,5077976,3947,13907566,43.40311967,28.38023562,0.653875478,,,,0
case,MAR 2022,202211,12-17,all_types,2930,10029566,2834,6635152,29.21362699,42.71190773,1.462054258,,,,0
case,MAR 2022,202211,18-29,all_types,8167,22711772,7072,12364237,35.95932541,57.19722131,1.590608852,,,,1
case,MAR 2022,202211,30-49,all_types,15150,41871156,9499,13295953.2,36.18242592,71.44279058,1.974516323,,,,1
case,MAR 2022,202211,50-64,all_types,10102,34477105,5411,6691052.7,29.30060398,80.86918819,2.759983659,,,,1
case,MAR 2022,202211,65-79,all_types,6982,25413752.7,3321,2210115.25,27.47331369,150.2636571,5.469440591,,,,1
case,MAR 2022,202211,80+,all_types,2510,7387960,1260,1059216.95,33.97419585,118.9558003,3.501357349,,,,1
case,MAR 2022,202211,all_ages_adj,all_types,48045,146969287.7,33344,56163293.1,32.69050341,59.36973806,1.816115749,34.2379267,72.68991303,2.123081625,1
case,MAR 2022,202211,all_ages_adj,Janssen,2968,11242536,33344,56163293.1,26.39973757,59.36973806,2.24887607,21.11682296,72.68991303,3.442275061,1
case,MAR 2022,202211,all_ages_adj,Moderna,15899,51190407,33344,56163293.1,31.05855361,59.36973806,1.91154227,34.79956439,72.68991303,2.088816752,1
case,MAR 2022,202211,all_ages_adj,Pfizer,29105,84445832,33344,56163293.1,34.46588104,59.36973806,1.722565513,35.61405966,72.68991303,2.041045411,1
case,MAR 2022,202212,5-11,all_types,2612,5161215,4264,13854715,50.60823856,30.77652626,0.60813273,,,,0
case,MAR 2022,202212,12-17,all_types,3098,10063326,2687,6603261,30.78505059,40.69201566,1.321810908,,,,0
case,MAR 2022,202212,18-29,all_types,11053,22766069,7825,12315028,48.55032285,63.54025342,1.308750379,,,,1
case,MAR 2022,202212,30-49,all_types,17881,41933710,9377,13244216.2,42.64111141,70.80071677,1.66038629,,,,1
case,MAR 2022,202212,50-64,all_types,11564,34502836,5083,6671922.7,33.51608546,76.18493542,2.273085725,,,,1
case,MAR 2022,202212,65-79,all_types,7718,25423462.7,2861,2204810.25,30.35778443,129.7617335,4.274413826,,,,1
case,MAR 2022,202212,80+,all_types,2524,7390433,973,1056926.95,34.15226144,92.05934242,2.695556268,,,,1
case,MAR 2022,202212,all_ages_adj,all_types,56450,147241051.7,33070,55950880.1,38.3384928,59.10541522,1.541672896,40.43874563,69.88043091,1.728056344,1
case,MAR 2022,202212,all_ages_adj,Janssen,3308,11253946,33070,55950880.1,29.39413429,59.10541522,2.010789453,23.74572312,69.88043091,2.942863881,1
case,MAR 2022,202212,all_ages_adj,Moderna,18359,51241660,33070,55950880.1,35.82826942,59.10541522,1.649686579,60.43251789,69.88043091,1.156338232,1
case,MAR 2022,202212,all_ages_adj,Pfizer,34725,84655156,33070,55950880.1,41.01935622,59.10541522,1.440915233,42.65977256,69.88043091,1.638087282,1
case,MAR 2022,202213,5-11,all_types,2773,5230927,3657,13807487,53.01163637,26.48563059,0.499619186,,,,0
case,MAR 2022,202213,12-17,all_types,3339,10092825,2502,6586280,33.08290791,37.98806003,1.148268469,,,,0
case,MAR 2022,202213,18-29,all_types,13134,22814666,9219,12272281,57.56823265,75.12050938,1.304895181,,,,1
case,MAR 2022,202213,30-49,all_types,21661,41988035,10568,13200517.2,51.58850611,80.05746926,1.551847016,,,,1
case,MAR 2022,202213,50-64,all_types,14215,34525133,5399,6652162.7,41.17290439,81.16157472,1.971237539,,,,1
case,MAR 2022,202213,65-79,all_types,8997,25432254.7,2930,2193319.25,35.37633649,133.5874839,3.776181967,,,,1
case,MAR 2022,202213,80+,all_types,2803,7392775,1083,1052694.95,37.91539713,102.8788064,2.713378053,,,,1
case,MAR 2022,202213,all_ages_adj,all_types,66922,147476615.7,35358,55764742.1,45.37804159,63.40565502,1.397276145,47.27636667,75.76236976,1.602542139,1
case,MAR 2022,202213,all_ages_adj,Janssen,4006,11264318,35358,55764742.1,35.56362667,63.40565502,1.782879334,28.64135728,75.76236976,2.64520878,1
case,MAR 2022,202213,all_ages_adj,Moderna,21917,51287025,35358,55764742.1,42.73400534,63.40565502,1.483728345,43.59951785,75.76236976,1.737688247,1
case,MAR 2022,202213,all_ages_adj,Pfizer,40944,84835031,35358,55764742.1,48.26308132,63.40565502,1.313750662,50.03654318,75.76236976,1.514140765,1
case,APR 2022,202214,5-11,all_types,3634,5293612,4431,13780925,68.64877894,32.15313921,0.468371611,,,,0
case,APR 2022,202214,12-17,all_types,4368,10118853,3073,6568815,43.16694787,46.78164935,1.083737713,,,,0
case,APR 2022,202214,18-29,all_types,16999,22855309,11482,12231059,74.37659233,93.87576333,1.262168115,,,,1
case,APR 2022,202214,30-49,all_types,28408,42033395,12786,13158894.2,67.58435763,97.16621933,1.437702787,,,,1
case,APR 2022,202214,50-64,all_types,19379,34544421,6823,6627894.7,56.09878365,102.9436995,1.835043342,,,,1
case,APR 2022,202214,65-79,all_types,12228,25440794.7,3553,2175260.25,48.06453629,163.3367777,3.398280528,,,,1
case,APR 2022,202214,80+,all_types,3874,7395224,1278,1044443.95,52.38516102,122.3617601,2.335809563,,,,1
case,APR 2022,202214,all_ages_adj,all_types,88890,147681608.7,43426,55587292.1,60.19029775,78.1221721,1.297919682,62.26869462,93.22642938,1.497163702,1
case,APR 2022,202214,all_ages_adj,Janssen,4908,11274714,43426,55587292.1,43.53103768,78.1221721,1.794631515,36.10306279,93.22642938,2.582230487,1
case,APR 2022,202214,all_ages_adj,Moderna,29141,51324056,43426,55587292.1,56.77844323,78.1221721,1.375912541,55.36225328,93.22642938,1.683934881,1
case,APR 2022,202214,all_ages_adj,Pfizer,54775,84993065,43426,55587292.1,64.44643454,78.1221721,1.212203168,66.44733139,93.22642938,1.403012392,1
case,APR 2022,202215,5-11,all_types,4383,5344091,5111,13757675,82.01581897,37.15017254,0.452963502,,,,0
case,APR 2022,202215,12-17,all_types,5269,10139663,3383,6555621,51.96425167,51.60456958,0.993078278,,,,0
case,APR 2022,202215,18-29,all_types,21612,22890815,14164,12188659,94.41341429,116.206385,1.23082494,,,,1
case,APR 2022,202215,30-49,all_types,37183,42072886,16154,13115718.2,88.37758361,123.1651958,1.39362484,,,,1
case,APR 2022,202215,50-64,all_types,26327,34567712,8650,6601904.7,76.16066693,131.0227941,1.720347252,,,,1
case,APR 2022,202215,65-79,all_types,16616,25459519.7,4632,2156786.7,65.2643891,214.7639356,3.290675644,,,,1
case,APR 2022,202215,80+,all_types,5464,7400505,1655,1035609.95,73.83279925,159.8092023,2.164474379,,,,1
case,APR 2022,202215,all_ages_adj,all_types,116854,147875191.7,53749,55411974.55,79.02204464,96.99888957,1.227491518,80.55156047,117.6098281,1.460056483,1
case,APR 2022,202215,all_ages_adj,Janssen,6385,11284353,53749,55411974.55,56.5827744,96.99888957,1.714283023,46.19171699,117.6098281,2.546123759,1
case,APR 2022,202215,all_ages_adj,Moderna,38774,51366236,53749,55411974.55,75.48538304,96.99888957,1.285002283,71.3133126,117.6098281,1.649198779,1
case,APR 2022,202215,all_ages_adj,Pfizer,71559,85136484,53749,55411974.55,84.05209687,96.99888957,1.154032953,86.13581543,117.6098281,1.365399834,1
case,APR 2022,202216,5-11,all_types,4874,5382550,6328,13728844,90.55187597,46.09273731,0.509020236,,,,0
case,APR 2022,202216,12-17,all_types,5727,10156639,3751,6537138,56.38676338,57.37985033,1.017612058,,,,0
case,APR 2022,202216,18-29,all_types,24490,22922099,16421,12154338,106.8401284,135.1040262,1.26454384,,,,1
case,APR 2022,202216,30-49,all_types,43691,42107287,19867,13080207.2,103.7611376,151.8859732,1.463804048,,,,1
case,APR 2022,202216,50-64,all_types,30692,34606451,10429,6579225.7,88.68866675,158.5140938,1.787309469,,,,1
case,APR 2022,202216,65-79,all_types,20489,25520665.7,5567,2140546.7,80.28395592,260.0737466,3.239423663,,,,1
case,APR 2022,202216,80+,all_types,7385,7418485,2139,1027219.95,99.54862752,208.2319371,2.091761004,,,,1
case,APR 2022,202216,all_ages_adj,all_types,137348,148114176.7,64502,55247519.55,92.73116393,116.7509429,1.259025962,93.53286317,142.506715,1.523600478,1
case,APR 2022,202216,all_ages_adj,Janssen,7648,11293005,64502,55247519.55,67.72333847,116.7509429,1.723939568,56.27685152,142.506715,2.532243918,1
case,APR 2022,202216,all_ages_adj,Moderna,46037,51440778,64502,55247519.55,89.49514722,116.7509429,1.304550543,93.76575973,142.506715,1.51981614,1
case,APR 2022,202216,all_ages_adj,Pfizer,83525,85295252,64502,55247519.55,97.92455974,116.7509429,1.192253947,99.92421489,142.506715,1.426147958,1
case,APR 2022,202217,5-11,all_types,7132,5416208,9507,13703015,131.6788425,69.37889216,0.526879572,,,,0
case,APR 2022,202217,12-17,all_types,8630,10172020,5884,6522240,84.84057247,90.21440487,1.06334036,,,,0
case,APR 2022,202217,18-29,all_types,30641,22950832,19974,12119937,133.5071426,164.8028368,1.234412135,,,,1
case,APR 2022,202217,30-49,all_types,56937,42139119,25393,13045146.2,135.1167308,194.6547751,1.440641539,,,,1
case,APR 2022,202217,50-64,all_types,39466,34645133,13096,6557069.7,113.9149906,199.7233612,1.753266713,,,,1
case,APR 2022,202217,65-79,all_types,25105,25580921.55,6929,2125682.7,98.13954494,325.965865,3.321452786,,,,1
case,APR 2022,202217,80+,all_types,9109,7438584,2877,1019078.95,122.4561019,282.3137501,2.305428197,,,,1
case,APR 2022,202217,all_ages_adj,all_types,177020,148342817.6,83660,55092169.55,119.3316959,151.8546114,1.272542137,122.25145,183.1434997,1.498088568,1
case,APR 2022,202217,all_ages_adj,Janssen,9522,11301244,83660,55092169.55,84.25621109,151.8546114,1.802295753,68.4663962,183.1434997,2.674939968,1
case,APR 2022,202217,all_ages_adj,Moderna,58579,51513845,83660,55092169.55,113.7150605,151.8546114,1.335395776,121.9149817,183.1434997,1.502223082,1
case,APR 2022,202217,all_ages_adj,Pfizer,108745,85447723,83660,55092169.55,127.2649477,151.8546114,1.193216311,130.4970698,183.1434997,1.403429977,1
case,MAY 2022,202218,5-11,all_types,9838,5446305,13180,13678389,180.6362295,96.35637647,0.533427744,,,,0
case,MAY 2022,202218,12-17,all_types,12146,10187458,8473,6508327,119.2250314,130.1870665,1.091944074,,,,0
